Geneid	DA1	DA1c	DA2	DA2c	DA3	DA3c	DB1	DB1c	DB2	DB2c	DB3	DB3c	DD1	DD1c	DD2	DD2c	DD3	DD3c
IRAG2	3	5	6	5	1	1	0	19	3	21	1	12	3	6	3	15	3	8
CENPUP2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000258449	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276842	0	0	0	0	0	0	0	4	0	2	0	3	0	0	0	0	0	0
DNAI7	22	9	10	6	2	6	6	60	2	52	17	21	10	11	6	24	10	9
ETFRF1	214	68	215	67	141	61	158	807	138	602	126	132	162	74	130	69	212	35
KRAS	365	700	295	579	279	677	241	2208	227	1806	215	1094	245	1002	176	1915	263	905
ENSG00000274987	0	2	0	4	0	5	0	5	0	9	0	1	0	1	0	4	0	3
ENSG00000275197	0	2	0	1	2	0	2	2	0	7	3	1	0	2	3	0	0	0
ENSG00000278743	11	8	1	3	3	2	12	36	9	21	5	14	5	4	4	9	6	1
RNU4-67P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000241846	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNTD1	14	2	2	5	0	5	0	17	0	12	0	15	8	3	1	5	2	3
ENSG00000279173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM133GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB4BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDGP1	2	3	2	4	4	2	1	15	1	8	1	3	2	0	0	1	0	0
ENSG00000256440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF8-AS1	156	76	195	104	148	91	174	253	242	165	217	73	201	97	84	143	174	79
RASSF8	66	78	46	93	82	54	50	374	56	469	52	158	82	96	51	310	63	50
BHLHE41	26	183	12	103	13	109	8	340	12	263	20	180	9	82	13	100	16	75
SSPN	1	9	2	4	0	2	1	6	0	20	0	1	3	4	0	7	0	5
ENSG00000256894	0	9	0	3	0	0	0	9	0	2	0	3	0	2	0	6	0	5
ENSG00000286752	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000256234	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000255750	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2
ENSG00000278095	1	0	2	0	0	1	0	6	0	2	0	3	1	0	4	0	4	3
ENSG00000255858	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000288532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255968	0	2	0	0	0	4	0	7	0	2	0	0	0	4	0	3	0	4
ITPR2	62	304	21	370	44	322	43	1232	32	966	50	848	18	673	13	1056	57	698
ENSG00000256185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234428	1	1	0	3	0	3	0	9	0	7	0	2	0	6	2	1	0	0
ENSG00000256640	0	1	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0
INTS13	433	593	276	459	278	586	332	2800	313	2268	273	1041	320	595	225	1440	386	309
FGFR1OP2	1061	608	787	548	607	571	707	2946	606	2071	588	774	718	466	516	627	707	520
TM7SF3	138	391	83	254	62	246	58	859	88	707	52	247	77	243	42	434	91	181
ENSG00000247903	1	8	4	11	0	2	0	9	0	10	0	3	0	10	0	16	0	8
MED21	425	259	254	201	271	286	232	2307	245	1508	199	626	258	360	176	586	267	335
ENSG00000275764	22	66	9	71	10	43	18	181	14	208	12	93	15	26	7	65	13	53
C12orf71	0	1	3	0	0	0	0	6	0	3	0	3	0	3	1	1	0	5
ENSG00000271418	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000256226	0	0	0	1	0	0	0	1	0	2	0	1	0	2	0	1	0	0
ENSG00000256625	0	3	8	10	10	3	2	37	3	21	0	14	0	6	2	18	0	7
STK38L	306	385	340	332	182	458	185	1945	185	1494	178	987	159	345	149	829	252	292
ARNTL2	156	159	83	165	91	232	68	390	80	381	81	145	113	154	59	232	113	164
ARNTL2-AS1	0	1	0	5	0	1	2	1	0	1	0	3	0	1	0	0	0	0
ENSG00000288971	1	9	0	2	1	6	0	23	0	12	0	4	1	3	0	3	0	7
SMCO2	91	10	53	4	28	5	50	6	20	12	61	8	30	4	27	11	40	4
RARS1P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PPFIBP1	98	404	85	294	90	425	87	1533	65	1125	70	811	78	674	83	1077	97	713
ENSG00000248100	0	0	0	3	0	2	0	10	0	7	0	0	0	1	0	7	1	3
ENSG00000256056	0	5	0	0	1	0	0	2	3	3	0	0	1	2	0	1	0	0
ENSG00000256557	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
MRPS35-DT	12	4	4	1	10	1	4	7	8	1	2	2	7	10	15	4	4	3
REP15	0	5	1	0	0	5	0	1	0	2	0	0	0	1	1	2	0	0
ENSG00000276261	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
HMGB1P49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256504	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MRPS35	6632	1394	4768	900	4443	1112	3861	4644	3576	2981	3128	1407	4061	667	2794	1063	3329	679
MANSC4	0	3	2	0	0	0	0	3	0	3	0	2	0	5	0	1	0	6
ENSG00000256747	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KLHL42	365	377	323	270	299	237	278	628	298	545	291	263	316	283	198	407	295	327
ENSG00000256512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTHLH	122	20	50	17	62	18	61	110	44	94	52	32	45	19	30	25	37	27
ENSG00000257042	13	1	13	0	7	0	2	3	3	1	2	0	3	1	3	0	1	0
CCDC91	271	179	208	162	206	161	194	951	186	689	111	272	154	131	153	170	219	82
ENSG00000247934	22	27	17	24	37	13	27	107	22	80	11	59	35	16	22	17	20	10
ENSG00000255951	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278733	4	0	4	0	0	3	0	0	0	3	0	2	0	0	0	0	0	1
ENSG00000273989	5	2	2	0	0	0	1	4	2	4	0	1	1	0	1	1	0	1
RNU4-54P	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2
RNA5SP355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000244712	0	0	0	1	0	0	0	4	0	3	2	0	0	1	0	0	0	0
ENSG00000256513	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0
ENSG00000278687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257258	1	4	2	0	0	2	0	5	1	4	0	2	0	0	7	2	0	3
FAR2	112	264	71	268	81	355	33	1531	105	1187	69	568	94	370	42	590	77	262
ENSG00000275278	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000275476	6	1	0	3	0	8	2	2	0	2	1	2	4	2	1	1	4	4
ENSG00000257176	35	11	20	27	16	6	2	54	15	51	5	13	3	18	8	16	19	7
ENSG00000274315	5	3	0	9	0	2	0	5	0	6	0	8	0	0	0	3	0	2
ENSG00000273680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERGIC2	893	364	712	319	537	359	526	3429	511	2345	461	627	662	341	378	731	527	237
OVCH1-AS1	3	4	2	1	3	7	1	9	3	5	1	4	1	3	2	2	4	0
OVCH1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	5	0	8
TMTC1	53	171	41	191	37	176	34	537	41	496	35	224	33	199	31	367	48	237
ENSG00000257456	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RPL21P99	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
ENSG00000286566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02386	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258202	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IPO8	535	518	404	512	476	446	381	2321	337	2184	283	1026	455	1335	315	2188	589	1099
ENSG00000285870	4	1	3	1	1	1	3	8	0	9	4	0	8	9	7	2	3	5
CAPRIN2	319	351	238	295	209	278	198	1156	232	948	171	701	258	383	152	781	157	350
ENSG00000246331	5	0	2	0	0	2	1	1	0	3	0	0	0	0	0	2	1	0
LINC00941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285517	0	24	1	16	3	12	2	44	2	45	0	21	7	10	2	18	4	16
PPIAP44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN11	24	11	24	36	1	15	2	75	6	51	5	65	24	31	0	68	6	37
ENSG00000226472	0	13	0	4	4	6	2	21	0	24	1	20	0	8	1	11	4	23
ENSG00000256984	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
DDX11-AS1	161	29	75	14	89	33	128	180	108	120	65	57	136	38	75	46	113	29
DDX11	58	1847	19	1574	28	1267	19	2900	15	1999	36	2062	24	2801	30	4197	45	5002
ENSG00000270926	0	5	0	0	0	0	0	3	0	2	0	2	0	1	0	2	0	6
ENSG00000177359	139	64	130	84	157	79	121	436	104	289	134	128	128	74	97	87	135	49
ENSG00000270766	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243517	7	1	8	0	11	1	5	11	5	7	24	0	13	0	11	2	8	6
MREGP1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000275097	4	0	0	0	0	2	0	6	0	12	0	4	1	1	0	4	0	1
SINHCAF	1467	471	1219	370	1011	381	1073	2653	805	2513	928	804	919	541	706	912	813	426
ENSG00000256176	0	5	0	0	0	0	0	4	2	1	0	0	0	3	2	0	0	4
FLJ13224	8	10	13	5	10	12	6	8	3	5	8	5	6	7	10	6	16	11
LINC02387	31	5	28	12	37	4	10	72	26	49	31	11	45	12	40	22	31	6
DENND5B	141	365	127	342	144	312	97	925	131	831	111	492	195	475	87	768	200	562
RNU6-618P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275769	6	2	1	2	0	1	0	12	0	8	0	4	0	2	2	0	2	2
ENSG00000203437	0	0	0	5	0	0	0	3	0	1	0	0	0	1	0	2	0	0
ENSG00000256159	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANKRD49P2	0	1	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0
DENND5B-AS1	13	0	3	0	6	0	10	9	8	6	7	2	2	4	0	0	14	2
RNU5F-4P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
RPL31P50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AK4P3	3	0	7	0	6	1	2	4	4	8	1	2	0	2	0	6	0	4
ETFBKMT	58	20	25	19	35	18	32	100	37	91	29	38	33	35	32	25	43	46
AMN1	67	33	45	24	44	18	54	262	42	183	48	63	52	14	46	28	38	18
STMN1P1	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1
ENSG00000276900	0	20	5	16	6	32	4	128	2	75	3	33	6	11	9	28	11	13
ENSG00000256843	0	0	1	0	1	0	0	3	0	0	1	0	0	0	5	0	0	0
IFITM3P2	5	4	2	2	1	2	6	13	3	6	4	2	3	1	4	5	2	2
H3-5	25	1	12	5	22	1	8	24	6	23	9	5	9	1	4	6	15	2
RNU6-1069P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000252204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02422	11	3	3	3	10	4	5	18	9	11	11	8	3	0	1	6	4	4
ENSG00000256465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P32	6	0	2	0	4	0	3	0	3	0	6	0	2	1	2	1	3	1
ENSG00000256987	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0
RESF1	159	305	134	332	135	241	71	1248	95	1037	60	507	85	356	92	793	116	271
ENSG00000276136	1	0	0	0	0	3	0	1	1	2	0	0	0	2	0	1	0	3
ENSG00000257094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000257852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICD1-AS1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BICD1	45	316	41	283	34	290	30	613	27	394	34	456	47	323	34	389	43	323
ENSG00000277342	2	11	19	7	17	6	2	16	9	11	2	10	14	0	24	6	25	6
ENSG00000258134	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000274964	2	28	3	16	5	12	1	76	1	74	0	25	0	18	3	48	5	34
ENSG00000276115	0	16	1	28	0	22	0	36	0	22	0	10	0	7	0	17	0	9
FGD4	183	144	139	120	153	114	95	409	130	308	92	169	130	95	100	230	178	132
RNU6-494P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1L	699	950	529	899	460	912	445	4915	446	4151	449	1929	455	1661	360	3054	397	1756
ENSG00000257643	0	0	0	2	0	4	0	5	0	3	0	0	0	1	0	0	0	5
ENSG00000276148	4	3	3	3	6	9	6	18	16	13	2	13	8	5	5	4	6	6
ENSG00000257511	29	45	13	32	21	37	13	132	6	102	12	45	11	31	30	37	21	37
YARS2	182	619	126	421	116	434	121	1399	174	1060	80	514	106	934	74	1365	128	1914
ENSG00000274105	6	15	0	7	2	9	0	14	0	2	2	6	0	6	1	3	2	4
ENSG00000275854	0	14	0	11	0	13	5	49	0	66	1	14	2	16	1	30	0	21
ENSG00000286950	11	11	0	5	8	2	1	9	3	5	0	10	2	11	3	12	0	18
PKP2	183	660	147	495	125	539	132	2056	125	1334	86	1164	120	701	123	1004	142	684
ENSG00000274976	2	5	1	0	0	7	0	10	2	3	1	10	1	1	0	0	0	7
RPL35AP27	1	0	1	2	1	0	1	1	2	0	1	0	2	0	2	0	0	0
ASS1P14	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	5	0	0
ENSG00000257435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-400P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-472P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245482	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0
ALG10	41	91	25	107	13	87	25	503	14	414	4	186	11	57	33	97	31	65
ENSG00000256538	17	5	6	7	4	3	0	31	2	34	4	16	8	5	1	13	2	7
ENSG00000255628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255652	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	6	0
RNA5SP357	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L27	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1
AK6P1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ZNF970P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AK6P2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
CLUHP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287442	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	27	315	47	204	33	236	30	1151	36	1004	22	366	7	283	31	527	52	288
ENSG00000257645	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258119	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CPNE8	40	182	46	183	50	203	47	1170	46	1048	36	386	44	233	44	392	47	214
CPNE8-AS1	48	7	37	6	28	7	16	31	22	17	24	13	20	13	18	11	38	14
ENSG00000257586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF21A	280	589	249	618	210	640	216	1821	213	1388	150	690	233	575	174	813	219	619
ENSG00000286576	9	0	0	3	0	0	0	0	0	1	6	1	0	0	0	0	0	0
ENSG00000255991	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	6	21	12	18	9	12	14	46	7	45	25	29	13	12	4	34	12	20
ENSG00000285732	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C12orf40	0	0	0	0	0	0	1	4	0	5	7	0	4	0	0	0	0	0
SLC2A13	56	84	57	93	35	85	19	383	35	393	24	146	45	87	20	112	16	70
ENSG00000199571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL30P13	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
LINC02555	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LINC02471	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	1
LRRK2-DT	0	5	2	3	3	6	2	2	0	6	0	1	1	0	0	2	3	0
LRRK2	18	54	18	46	3	25	13	195	21	187	5	177	10	106	6	187	8	83
ENSG00000289310	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0
ENSG00000229899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC19	2	0	0	2	1	0	0	3	2	1	0	0	1	0	0	1	1	5
ENSG00000258167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-713P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN1	18	74	27	62	47	75	6	658	15	428	7	270	2	131	7	310	5	92
ENSG00000257680	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000274682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PDZRN4	17	0	0	5	3	0	1	1	0	9	4	4	0	0	1	0	4	9
ENSG00000257228	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNA5SP360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000257239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257128	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000286591	7	0	0	0	0	0	0	5	2	4	0	2	3	4	0	7	2	3
ENSG00000271379	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GXYLT1	159	339	134	280	111	282	108	1303	114	1296	72	563	131	641	96	1114	138	343
YAF2	1187	313	874	224	787	270	742	1056	707	787	595	282	756	234	572	312	732	228
PPHLN1	793	774	513	617	598	587	380	3680	455	2409	365	979	443	871	289	1215	522	1072
ENSG00000257674	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	2	0	0
ZCRB1	3635	586	2658	481	2688	586	2365	3231	2067	2008	1972	626	2473	347	1859	381	2625	362
MIR7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274943	0	13	0	11	0	21	0	119	1	136	0	23	0	25	0	61	0	31
RNU6-249P	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000257376	0	5	0	11	1	1	0	15	0	20	0	2	0	4	0	7	1	12
PRICKLE1	43	198	37	157	39	161	32	409	29	353	20	249	35	124	27	203	46	167
ENSG00000257225	0	5	0	6	4	2	1	19	2	10	2	1	6	3	3	1	0	2
ENSG00000258068	0	0	0	0	4	0	2	1	2	0	0	0	0	0	0	0	0	0
LINC02402	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257405	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
LINC02451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P21	9	0	3	0	5	0	1	2	2	0	4	0	2	0	4	0	8	0
LINC02450	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSG00000271272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257849	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
ENSG00000257373	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPS36P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	49	109	13	131	26	96	25	278	9	277	14	231	27	156	25	299	20	140
ENSG00000241251	7	2	12	3	6	12	8	1	0	0	1	0	0	0	6	0	5	0
ENSG00000257813	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P17	14	1	7	3	4	1	3	3	3	3	6	2	3	5	4	2	11	1
PUS7L	88	642	52	561	41	567	52	2448	55	2109	62	823	64	654	45	1236	58	401
ENSG00000257896	0	12	0	3	0	7	0	13	0	17	0	16	0	6	0	10	0	4
IRAK4	324	132	236	153	145	159	169	712	127	486	159	269	212	138	120	201	237	124
TWF1	1533	540	1220	539	1014	587	832	2607	996	1822	819	942	1055	547	746	1224	863	396
TMEM117	62	89	81	72	54	97	74	251	84	185	53	101	66	48	62	87	73	49
ZNF75BP	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	4	0	0
ENSG00000257947	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000257864	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000275286	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000286671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NELL2	125	334	99	428	109	388	104	1270	58	1142	72	552	60	642	85	1016	80	682
DBX2	76	36	40	4	86	1	45	8	64	7	55	3	33	1	25	2	53	5
DBX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
RACGAP1P1	0	0	0	1	0	0	0	6	0	1	0	1	0	1	0	1	0	1
SSBL3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHA8P1	14	68	12	21	15	29	12	111	9	97	6	21	5	53	5	69	10	100
ENSG00000257738	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	0	5
ANO6	149	645	135	757	172	630	144	2813	119	2206	123	1483	119	1102	103	1655	164	714
ENSG00000278351	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000257368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257657	8	0	10	0	7	0	7	6	16	1	3	0	0	0	4	3	10	0
ENSG00000273015	54	169	59	124	64	113	35	681	59	543	68	260	60	304	25	402	39	406
ENSG00000289229	4	0	7	0	2	0	0	0	0	0	0	2	1	1	3	1	10	0
ARID2	298	1065	257	1010	262	1047	226	2984	165	2484	119	2045	222	1128	144	1894	251	1163
ENSG00000278475	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	4	0	0
RN7SL246P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
KNOP1P2	0	0	0	1	0	1	0	4	0	7	0	6	10	6	0	3	0	0
SCAF11	569	1664	393	1530	302	1745	398	5880	334	4964	301	2545	374	1498	318	2579	287	1439
ENSG00000289046	16	10	14	5	21	17	28	65	30	25	16	34	29	16	30	51	26	17
ENSG00000239397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A1	420	1813	260	1884	235	1898	241	5186	240	4843	210	2443	219	2212	181	3730	315	1784
ENSG00000274591	0	2	1	3	0	2	0	2	0	3	2	0	0	3	0	1	0	2
SLC38A2	315	2123	4357	2122	256	1988	172	7761	203	6286	292	3850	254	2853	146	4219	425	2252
SLC38A2-AS1	1	0	0	0	0	1	0	0	0	2	0	2	2	4	0	2	0	0
ENSG00000257261	32	10	23	10	23	9	26	37	21	28	10	15	15	11	11	15	18	4
