Geneid	HSA1	HSA1_c	HSA2	HSA2_c	HSA3	HSA3_c	HSB1	HSB1_c	HSB2	HSB2_c	HSB3	HSB3_c	HSD1	HSD1_c	HSD2	HSD2_c	HSD3	HSD3_c
STX5-DT	4	14	3	27	11	24	1	8	3	11	1	11	6	8	8	5	5	8
TEX54	0	9	11	12	2	14	4	5	0	1	0	6	0	0	0	5	1	3
WDR74	214	815	231	763	193	861	189	392	91	371	138	468	260	519	257	431	326	647
RNU2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG1	822	4310	826	4503	681	4562	316	4043	189	6011	266	6793	373	2765	321	2317	524	3193
SNORD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD27	0	0	0	1	0	2	0	0	0	0	2	0	0	4	0	0	0	0
SNORD26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC3A2	311	6188	361	6382	366	6566	433	4017	288	4585	477	5084	455	3942	446	3471	593	5211
CHRM1	0	0	0	4	0	1	0	1	0	0	0	2	1	1	3	0	0	4
ENSG00000257002	0	2	0	0	0	1	0	2	1	4	1	3	0	1	0	1	1	1
RN7SL259P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A6	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1
ENSG00000285388	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A8	0	1	0	4	0	2	0	1	0	0	0	0	0	1	0	2	0	2
ENSG00000256041	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBAP7	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC22A24	10	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0
RPL29P22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A25	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	1	0
CCND2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000256181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A10	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
SLC22A9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PLAAT5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000275598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287412	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS12	0	0	0	1	0	0	3	0	0	1	0	0	0	1	3	1	5	1
PLAAT4	0	1	0	4	1	2	4	2	2	2	3	3	4	0	1	3	9	3
PLAAT2	0	0	0	1	0	3	0	1	0	0	0	1	0	2	0	0	0	2
PLAAT3	82	359	142	319	89	402	158	307	97	303	135	381	124	365	124	371	198	536
ENSG00000203520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATL3	47	318	27	363	13	378	42	70	20	185	32	225	37	234	55	218	73	274
IMMP1LP1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256789	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0
RTN3	322	2539	382	2696	296	2961	406	1942	280	3436	384	3685	459	3407	475	3015	656	4253
ENSG00000271100	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	3	0	0
ZFTA	17	149	13	137	27	134	32	197	9	216	20	269	28	135	21	101	42	142
RN7SL596P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPINDOC	25	78	31	66	33	85	32	152	21	83	36	120	44	57	37	70	42	97
ATP5MGP1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MARK2	11	111	6	110	5	190	12	177	11	125	12	137	14	149	3	114	11	171
RNU6-1306P	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RCOR2	0	22	0	18	0	16	4	24	4	20	0	12	3	31	2	19	6	22
NAA40	39	822	44	729	21	870	42	232	40	304	32	313	54	838	65	800	92	1198
RNU6-45P	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1
COX8A	1431	1153	1744	1094	1198	1222	1057	1171	693	1222	1004	1428	964	1293	696	1000	1155	1538
ENSG00000256100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTUB1	202	1010	152	983	121	1102	207	828	147	811	175	923	227	1239	284	1361	421	1775
MACROD1	21	16	17	13	31	13	24	28	15	23	29	37	19	66	14	22	30	34
FLRT1	0	32	0	29	0	31	0	12	1	10	1	16	1	20	4	18	1	35
ENSG00000256824	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0
ENSG00000256481	5	1	3	0	3	1	3	1	11	0	4	2	6	1	2	0	8	1
ENSG00000256341	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0
ENSG00000288852	0	90	2	80	1	72	0	34	1	61	2	84	0	62	1	44	3	82
ENSG00000289486	31	32	44	50	35	44	33	40	13	35	16	29	17	19	18	26	30	34
STIP1	237	4753	293	4807	231	5369	169	4974	115	10049	122	10661	229	5156	207	4374	314	6215
FERMT3	4	46	2	41	2	51	0	20	4	18	2	14	2	13	0	21	2	22
TRPT1	818	346	796	330	831	453	809	263	524	364	670	395	829	430	819	443	1165	602
NUDT22	88	134	71	124	68	137	85	64	63	81	70	74	144	138	97	159	164	206
ENSG00000256116	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0
DNAJC4	206	134	166	148	157	151	141	129	108	149	120	151	177	161	120	150	283	236
VEGFB	50	41	54	38	43	46	42	65	42	34	52	47	51	56	52	65	68	69
FKBP2	19	26	36	37	15	26	25	56	19	39	23	44	24	31	11	39	33	45
ENSG00000286264	2	2	0	1	0	4	0	0	4	2	1	3	3	5	4	2	2	4
PPP1R14B	152	40	154	34	147	56	125	112	106	54	115	61	104	57	76	41	136	62
PPP1R14B-AS1	42	8	49	2	35	12	46	9	12	8	33	7	16	7	9	8	23	10
ENSG00000257086	4	5	1	1	1	3	0	1	1	1	1	4	3	4	2	1	3	4
PLCB3	1	57	0	75	0	91	1	116	1	65	0	89	0	110	0	64	2	121
BAD	575	305	589	294	524	310	489	276	321	290	436	314	551	272	160	271	734	498
GPR137	12	111	17	95	11	149	14	120	6	126	10	148	13	146	7	114	22	186
KCNK4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1
KCNK4-TEX40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERZ	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1
ESRRA	2	69	0	87	2	101	6	42	3	38	2	59	5	92	3	57	7	96
TRMT112	1502	1214	1714	1300	1267	1377	936	2000	641	1927	746	2112	843	1670	744	1392	1084	1944
PRDX5	1546	1558	1718	1347	1266	1689	1333	1919	1018	1800	1175	2348	1237	1820	1149	1679	1763	2683
ENSG00000236935	0	3	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0
CCDC88B	23	26	15	25	13	22	47	30	59	30	57	29	65	20	65	30	70	37
MIR7155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RPS6KA4	5	29	6	40	1	54	6	30	8	46	11	48	10	88	10	43	15	91
MIR1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02723	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000231492	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02724	0	9	0	1	0	6	1	4	0	17	2	3	0	7	0	7	0	17
ENSG00000286816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232500	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000237363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A11	0	4	1	3	4	3	0	4	0	0	3	3	1	3	0	2	4	3
SLC22A12	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NRXN2	0	11	2	13	1	20	0	7	1	13	4	17	4	14	1	16	2	34
NRXN2-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000289058	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1
RASGRP2	10	20	7	24	10	19	22	16	20	19	30	26	18	21	13	15	52	35
PYGM	8	81	3	68	1	78	1	15	5	21	13	24	4	34	3	40	4	47
SF1	146	2392	149	2739	116	2923	153	2331	113	2488	163	2829	221	2436	253	2679	372	3828
SF1-DT	1	1	2	3	5	5	2	3	1	1	0	2	0	4	0	3	0	1
MAP4K2	2	84	1	100	1	95	7	58	3	72	10	111	9	111	4	103	12	185
MEN1	9	206	16	198	12	220	16	137	9	149	14	166	22	295	14	210	19	267
CDC42BPG	0	14	0	14	0	14	1	5	2	12	0	7	0	17	0	26	0	41
EHD1	43	457	40	399	31	423	35	384	19	516	29	468	48	477	50	401	76	698
ENSG00000230835	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR194-2HG	0	3	1	1	0	4	0	2	0	5	0	12	0	5	0	2	0	7
MIR192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG2A	10	486	2	433	5	443	2	185	2	147	6	207	3	416	5	484	10	653
MIR6750	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
MIR6749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R5B	0	107	3	85	6	96	3	73	5	80	5	94	7	123	7	71	7	123
GPHA2	4	3	8	10	4	3	5	1	7	8	5	7	10	7	19	4	35	9
MAJIN	5	15	0	16	1	14	1	4	3	3	5	3	1	8	3	5	4	6
BATF2	1	30	9	15	5	28	5	4	3	13	3	18	2	28	12	21	14	26
ARL2	722	796	787	752	561	900	658	884	431	798	611	879	631	996	561	920	877	1359
ARL2-SNX15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR6879	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000270775	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNX15	10	12	7	9	7	14	13	10	9	13	19	12	14	9	5	5	13	11
SAC3D1	22	30	17	37	20	51	35	81	24	89	45	119	41	164	31	39	61	78
NAALADL1	1	9	0	10	0	12	0	4	0	1	0	2	0	2	0	2	0	6
CDCA5	110	2419	88	2566	82	2654	34	1581	40	2166	41	2494	88	1866	58	1625	89	2376
ZFPL1	73	50	72	55	46	68	33	33	15	44	15	47	31	54	27	44	36	70
TMEM262	0	10	3	19	0	13	0	7	1	6	2	6	1	5	1	9	1	8
VPS51	9	190	5	214	6	286	7	294	7	409	10	447	7	544	7	150	12	343
ENSG00000254501	0	7	0	2	0	3	0	6	0	8	0	3	0	6	0	1	0	3
TM7SF2	166	730	151	611	154	721	132	282	98	361	117	450	215	650	123	681	298	1113
ZNHIT2	511	294	582	276	488	323	304	165	169	137	227	201	356	171	184	193	495	306
ENSG00000255173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278952	5	9	1	15	0	9	0	8	0	13	2	11	1	5	1	3	4	5
FAU	5536	4459	6196	4476	4943	5109	3685	4638	2576	3946	3562	4818	3014	3540	2423	3013	3560	4397
SYVN1	236	682	200	572	193	679	143	576	119	594	141	588	149	603	79	744	176	1034
MRPL49	44	1568	25	1530	41	1732	30	377	24	786	22	840	48	1184	32	1018	45	1500
MIR6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-23P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYC	0	8	1	8	7	7	8	5	1	4	10	9	1	8	1	6	5	11
PGAM1P8	0	2	1	4	0	5	1	5	0	7	0	7	0	3	0	2	2	2
ENSG00000254614	1	4	9	4	4	3	1	6	1	7	7	6	4	9	1	7	6	8
CAPN1	20	880	10	806	21	869	15	375	14	725	20	774	23	1040	30	939	28	1373
SLC22A20P	0	13	8	22	0	15	0	4	1	4	1	3	1	7	0	11	0	8
ENSG00000287821	1	2	5	1	0	4	0	1	0	3	1	2	0	3	1	0	0	2
POLA2	7	204	2	226	3	230	14	69	23	62	18	62	20	197	11	186	23	271
ENSG00000285816	0	12	0	8	0	11	0	7	2	8	0	7	0	7	0	6	0	10
ENSG00000287917	0	23	0	17	0	8	0	10	0	6	1	13	2	23	0	13	2	22
CDC42EP2	2	18	1	15	0	4	1	4	0	14	0	9	3	9	1	12	5	21
DPF2	12	1567	11	1588	40	1663	33	1315	13	1703	25	1850	42	1272	17	1123	43	1600
ENSG00000289231	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
TIGD3	14	16	1	14	3	15	4	57	7	47	4	58	2	22	6	7	13	18
ENSG00000255478	0	3	0	0	1	1	0	1	0	2	0	1	0	1	0	0	0	2
SLC25A45	0	53	1	55	8	49	0	28	2	36	7	25	6	80	1	90	4	113
FRMD8	7	189	17	296	15	469	8	134	10	262	14	253	14	449	6	123	18	243
NEAT1	39	1499	30	1631	17	1512	19	965	18	918	16	893	6	1308	7	1361	15	1821
ENSG00000278144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173727	17	26	24	20	18	28	33	23	18	18	26	23	35	17	19	19	45	42
ENSG00000289259	0	2	0	1	0	2	0	5	0	9	0	10	0	0	0	3	0	0
LINC02736	0	0	0	0	0	2	0	4	0	0	0	4	0	0	0	1	0	0
ENSG00000286756	0	2	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0
MALAT1	205	5533	214	5742	202	6110	48	5927	62	5790	43	5878	85	3132	54	2865	122	3741
ENSG00000270117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCYL1	25	978	20	906	33	1116	26	527	14	649	26	619	14	1148	11	1042	40	1692
LTBP3	11	115	4	115	3	129	6	166	6	117	11	145	12	160	4	127	5	239
ENSG00000279093	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZNRD2-DT	25	30	13	27	18	43	5	28	5	44	4	54	15	16	8	24	14	33
ZNRD2	449	472	542	435	405	525	535	301	355	258	480	302	448	495	387	449	675	708
FAM89B	17	16	15	10	18	13	3	21	9	17	8	27	11	14	16	10	14	15
ENSG00000289339	1	0	0	0	5	0	2	1	4	0	0	3	3	1	1	3	7	1
EHBP1L1	0	18	2	17	0	21	1	15	0	9	1	16	0	11	0	11	4	8
KCNK7	0	3	0	1	1	4	3	0	1	1	0	0	2	0	0	5	8	7
MAP3K11	12	188	12	190	6	321	10	223	13	251	13	259	6	299	15	103	28	216
PCNX3	6	380	7	371	0	447	6	339	0	227	7	302	1	487	5	464	9	684
MIR4690	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
SIPA1	1	41	8	55	1	75	12	77	0	50	9	55	5	89	0	48	9	72
MIR4489	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RELA	45	527	48	487	15	580	49	389	24	383	28	478	73	498	42	579	85	718
RELA-DT	73	29	71	27	76	27	48	14	60	17	64	23	63	27	31	24	102	43
RN7SL309P	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KAT5	13	167	2	171	2	211	12	98	3	207	1	184	16	224	12	172	24	247
RNASEH2C	1294	1376	1524	1366	1161	1465	1306	1364	972	1173	1186	1423	1127	1273	1044	1318	1520	2031
KRT8P26	0	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255557	2	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0
AP5B1	2	228	9	233	3	253	10	193	10	143	13	183	7	293	5	240	15	331
OVOL1	2	6	0	6	0	4	0	2	2	0	0	3	0	0	0	4	2	0
OVOL1-AS1	9	6	21	9	14	7	0	0	9	0	2	0	1	2	0	0	2	1
ENSG00000255404	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CFL1	1291	4149	1266	3834	1208	4313	1002	4398	680	4130	780	4928	1202	4431	1315	4829	1817	7263
SNX32	3	21	0	16	0	40	1	9	0	9	2	14	1	13	0	13	1	14
MUS81	7	297	8	335	3	360	8	145	4	189	4	231	6	280	15	255	17	445
EFEMP2	0	11	1	9	0	7	0	6	0	19	0	15	0	4	0	8	0	9
CTSW	1	4	0	2	0	1	0	2	0	1	0	1	0	2	2	1	0	1
FIBP	412	857	414	857	396	956	383	749	284	835	293	895	474	989	551	973	789	1398
CCDC85B	71	24	55	18	96	58	82	76	59	62	58	128	59	205	31	29	102	62
FOSL1	1	45	1	46	0	49	3	23	1	21	4	12	3	32	3	18	3	35
C11orf68	2	31	3	23	4	31	18	48	9	49	8	56	8	41	6	46	19	82
DRAP1	185	217	233	184	160	247	131	221	87	264	105	219	145	211	101	228	183	318
TSGA10IP	0	1	0	5	0	2	0	2	1	1	0	0	0	0	1	0	0	0
SART1	13	252	5	311	12	315	11	421	3	214	8	335	9	375	10	252	8	340
ENSG00000254867	0	7	0	3	0	7	2	3	0	5	0	7	0	2	0	0	0	4
EIF1AD	107	714	89	714	94	753	121	617	81	798	91	903	138	508	161	408	174	639
BANF1	1778	980	1797	974	1477	1073	798	1648	488	1423	660	1597	721	1119	636	1145	1112	1633
CST6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPER1	8	0	9	7	5	4	15	5	8	9	16	11	26	7	25	8	37	21
GAL3ST3	0	2	0	4	0	5	0	1	0	2	0	5	0	1	0	2	0	0
ENSG00000286459	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
SF3B2	86	3094	93	3033	101	3400	116	2405	92	2555	116	2741	160	2979	108	2838	187	4175
ENSG00000255038	0	0	2	0	0	1	0	0	0	2	2	3	2	1	1	1	4	0
PACS1	0	148	3	165	0	136	3	120	3	98	0	95	5	150	3	149	4	230
ENSG00000255320	0	2	6	3	6	5	6	4	6	0	1	4	0	6	3	5	6	7
KLC2	5	174	0	220	3	305	4	168	4	207	8	212	3	432	3	172	8	289
ENSG00000254461	0	4	0	3	0	4	0	2	0	11	0	4	0	3	0	0	0	2
KLC2-AS1	0	1	0	4	0	0	0	1	0	0	0	0	0	1	0	2	0	0
KLC2-AS2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
RAB1B	55	912	63	890	54	975	35	864	36	912	30	1042	48	1338	49	1698	94	2444
ENSG00000245156	4	1	5	14	0	20	0	11	0	21	0	20	0	10	1	5	0	16
ENSG00000254452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNIH2	3	7	9	7	15	10	2	3	7	1	6	9	3	11	1	4	5	13
YIF1A	419	947	386	907	388	1007	360	383	234	527	251	577	366	965	299	932	565	1425
TMEM151A	0	5	1	7	5	4	0	0	0	1	0	2	0	8	2	2	0	7
ENSG00000289560	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
ENSG00000254458	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CD248	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	1	0	0
RIN1	0	5	0	8	0	15	0	5	1	2	0	11	0	4	1	1	1	6
ENSG00000254756	0	1	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1
BRMS1	570	1216	442	1179	414	1350	202	813	155	570	165	735	256	749	237	657	309	958
B4GAT1	53	902	54	764	46	962	66	244	42	416	52	455	102	1110	100	1077	147	1681
ENSG00000255468	24	21	23	25	15	27	27	22	37	35	31	15	23	26	16	19	47	27
SLC29A2	3	191	3	220	1	250	2	183	4	211	3	236	10	286	2	287	8	465
BRD9P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-84P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254510	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
NPAS4	1	2	0	3	2	2	0	0	2	3	0	2	0	1	0	1	4	1
ENSG00000201733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL11	2542	1442	2848	1468	2351	1747	2464	1456	1709	1259	2022	1336	2376	1405	2162	1294	3259	1864
ENSG00000254596	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	2	0
PELI3	19	35	4	31	0	29	4	8	2	14	0	12	10	37	2	36	5	49
DPP3-DT	190	28	216	37	218	31	158	10	90	26	112	21	176	18	132	24	211	36
DPP3	3	465	2	502	3	471	7	210	3	373	10	465	3	561	6	456	5	679
ENSG00000256349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BBS1	0	31	1	33	0	45	1	20	6	13	0	18	0	23	2	27	2	43
ENSG00000286688	1	1	0	8	0	3	0	4	0	5	0	3	0	4	0	2	0	6
ZDHHC24	80	99	130	135	122	188	86	105	66	131	53	142	36	207	30	76	109	217
ACTN3	1	9	2	10	0	4	0	1	2	0	0	7	0	1	0	0	1	3
ENSG00000250105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTSF	8	33	5	55	3	99	4	58	8	91	3	59	10	153	10	38	7	64
CCDC87	0	23	0	27	0	28	3	14	0	19	1	27	1	33	0	23	2	28
CCS	55	421	44	358	48	431	26	196	32	240	30	271	53	353	53	333	72	459
RNU4-39P	0	1	0	3	0	5	0	3	0	0	0	8	0	5	0	2	0	1
RBM14	23	869	33	903	56	945	35	1222	14	1687	20	1792	21	1148	17	1130	33	1660
RBM14-RBM4	0	47	3	43	1	59	3	24	0	38	0	35	4	33	3	20	1	38
RBM4	58	439	56	443	25	475	49	222	17	417	26	375	44	406	39	333	62	479
RBM4B	44	603	33	630	36	584	33	247	33	501	22	598	26	523	50	451	51	657
SPTBN2	8	226	2	252	6	277	9	132	3	125	6	178	10	248	10	248	7	401
RN7SL12P	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2
C11orf80	12	53	9	56	27	86	33	57	10	93	5	82	6	119	5	38	11	50
C1QBPP2	0	2	2	2	0	0	0	1	0	2	0	1	0	4	0	0	0	6
FTLP6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RCE1	65	221	140	355	103	423	100	269	55	339	90	435	82	481	54	162	150	367
PC	1	247	8	201	6	227	0	122	0	142	3	125	1	191	5	150	2	286
LRFN4	0	10	0	20	1	18	1	20	2	10	3	14	0	35	1	13	0	34
RNU7-23P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf86	2	3	1	2	0	3	0	0	1	1	0	1	3	1	0	4	1	0
SYT12	0	15	0	16	0	21	1	0	1	8	3	5	0	19	4	16	1	19
MIR6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOD	0	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	0	0
KDM2A	27	615	25	749	15	708	22	877	23	923	20	988	39	605	37	609	28	836
ENSG00000179038	0	4	0	4	0	5	0	5	0	4	0	5	0	0	0	2	0	1
ENSG00000287934	0	1	0	6	0	4	0	4	0	6	0	6	0	4	0	4	0	4
GRK2	17	216	20	207	15	220	42	218	43	187	58	236	60	239	33	209	65	366
ANKRD13D	3	92	4	97	4	91	6	116	6	76	2	102	8	98	13	89	10	118
SSH3	3	85	1	86	2	88	2	55	0	67	2	69	2	124	2	121	1	231
ENSG00000287851	18	3	15	3	31	2	9	5	3	7	8	5	16	3	8	2	18	3
RAD9A	13	186	16	173	24	174	26	142	15	134	28	123	34	165	20	129	26	236
POLD4	51	40	67	46	35	48	44	47	28	30	42	33	51	41	30	46	66	83
ENSG00000256514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000274251	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	3	0	0
RN7SKP239	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
CLCF1	24	22	3	22	6	26	15	22	1	30	11	30	14	23	16	13	30	30
ENSG00000275484	0	1	5	1	0	2	0	0	0	1	0	1	0	1	0	0	0	2
RNU6-1238P	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PPP1CA	371	1443	415	1452	346	1745	311	1638	193	2006	214	2250	427	2286	284	1886	698	2965
TBC1D10C	0	9	0	14	0	17	0	4	0	2	0	4	1	12	1	1	2	7
CARNS1	0	6	0	9	0	2	0	8	0	2	0	4	0	4	0	4	0	5
RPS6KB2	106	621	89	589	70	645	75	414	84	453	60	539	83	586	153	561	168	771
RPS6KB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRCAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO1B	48	374	48	438	37	466	42	235	27	371	37	420	39	495	18	289	103	704
GPR152	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CABP4	3	9	0	1	1	4	0	3	0	2	0	0	0	1	2	3	1	2
TMEM134	439	146	363	155	332	161	223	125	169	143	236	146	242	234	221	215	381	317
AIP	197	717	245	627	204	825	264	726	136	684	184	812	262	796	238	725	321	1042
MIR6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITPNM1	7	98	1	112	7	127	4	143	6	121	6	181	7	138	3	125	12	201
CDK2AP2	579	664	566	614	497	702	346	1071	242	965	290	1201	351	616	333	643	490	974
ENSG00000289343	1	0	2	1	5	2	2	2	1	0	1	0	2	1	1	0	0	0
CABP2	0	2	0	0	0	1	0	1	0	1	0	1	0	2	0	0	1	0
ENSG00000283257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTP1	5476	4079	5908	4060	4429	4488	4035	4739	2775	4765	3321	5697	4009	4752	3576	4367	5465	6491
NDUFV1-DT	0	1	0	4	0	2	0	1	0	0	0	1	0	6	0	1	0	2
ENSG00000255119	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2
NDUFV1	26	1753	62	1736	63	1957	90	1656	56	1616	77	1957	61	2081	58	1915	104	2761
DOC2GP	1	2	0	2	0	2	0	0	0	2	0	1	0	1	0	0	0	6
NUDT8	53	56	78	62	54	69	100	39	56	48	75	51	53	136	12	82	128	177
TBX10	0	2	0	3	0	0	0	3	0	2	0	3	0	4	0	0	1	1
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
ENSG00000227834	0	0	0	0	0	0	6	1	0	0	0	0	1	0	3	0	0	0
