Geneid	D1	D1c	D2	D2c	D3	D3c	ND1	ND1c	ND2	ND2c	ND3	ND3c
FRY	27	236	17	164	44	213	0	127	17	133	3	140
EEF1DP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279314	1	2	0	3	0	1	0	1	0	2	0	2
ENSG00000289617	0	1	0	0	1	0	0	0	0	0	0	1
FRY-AS1	1	0	1	0	0	1	4	0	1	0	0	0
ZAR1L	19	3	16	0	2	0	0	0	0	0	8	2
BRCA2	77	513	102	281	107	359	24	1057	31	1087	78	1013
IFIT1P1	0	0	0	1	0	0	0	0	0	2	0	0
N4BP2L1	19	94	51	41	74	56	2	20	12	20	34	36
ENSG00000212293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270008	0	0	0	0	0	0	0	0	0	0	0	0
N4BP2L2	842	1856	1018	1131	917	1386	517	2003	609	2074	395	1936
ATP8A2P2	0	3	0	2	0	3	0	1	0	1	4	0
N4BP2L2-IT2	0	15	0	12	0	27	0	34	2	47	0	47
PDS5B	125	3054	77	2108	101	2728	185	1933	111	1978	47	1722
RNY1P4	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000277151	0	3	0	15	0	5	0	4	0	13	0	3
LINC00423	0	0	0	0	0	0	0	0	0	0	0	0
TOMM22P3	0	0	0	2	0	0	0	0	0	0	0	0
KL	0	499	5	335	0	412	0	7	0	11	0	15
STARD13	84	1588	83	980	116	1154	68	421	36	394	37	355
STARD13-IT1	0	6	0	1	0	2	0	1	0	1	0	0
STARD13-AS	13	26	28	23	25	23	0	3	6	2	6	3
ENSG00000287274	0	0	0	0	0	1	0	0	0	0	0	0
LINC02344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285621	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000277386	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230490	2	0	18	0	1	0	1	0	0	4	7	0
ENSG00000234535	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288767	19	3	30	4	32	3	7	0	17	0	10	0
ENSG00000286779	0	0	0	0	0	0	0	0	0	0	0	0
RFC3	278	720	210	448	278	356	33	1373	78	1280	58	1016
RNU5A-4P	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276672	2	6	2	11	4	11	0	18	10	21	2	14
ENSG00000280431	0	4	0	0	0	0	0	0	0	0	0	0
VDAC1P12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278477	0	0	0	0	0	0	0	0	0	0	0	0
LINC02343	0	2	0	0	0	0	1	1	0	0	0	2
LINC00457	0	7	0	0	0	0	0	0	0	0	3	1
ENSG00000271901	0	0	0	0	0	0	0	0	0	0	0	0
GAMTP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261728	0	0	0	0	0	0	0	0	0	0	0	0
NBEA	18	324	12	243	22	328	34	472	28	507	3	471
ZBED9P1	1	0	0	0	0	0	0	0	0	0	0	0
PHBP13	0	0	1	0	0	0	0	1	0	2	0	1
MAB21L1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287650	0	2	0	1	0	0	0	1	0	1	0	2
LINC00445	0	0	0	0	1	0	0	0	0	0	0	0
DCLK1	7	122	11	66	28	118	1	16	4	14	18	21
SOHLH2	8	35	12	11	5	16	24	37	6	22	3	31
CCDC169-SOHLH2	0	1	0	3	0	0	0	6	0	3	0	3
CCDC169	64	81	82	52	71	49	11	138	15	102	15	96
RNU6-71P	0	0	0	0	0	0	0	0	0	0	0	0
SPART	234	1804	264	1215	239	896	94	1852	128	1662	53	1490
SPART-AS1	45	14	18	10	53	7	16	8	51	10	9	12
CCNA1	0	5	0	3	0	2	0	2	0	0	0	3
H2ACP1	0	0	0	0	0	0	0	0	0	0	0	0
SERTM1	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP34	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL4P1	0	0	0	0	0	0	0	0	0	0	0	0
ARL2BPP3	0	0	0	0	0	0	0	0	0	0	0	0
NDE1P2	0	0	0	0	0	0	0	0	0	0	0	0
RFXAP	6	50	6	39	7	51	0	15	0	22	1	12
SMAD9	3	30	17	18	5	27	0	22	0	18	2	24
SMAD9-IT1	0	0	0	0	0	0	0	0	0	0	0	0
LAMTOR3P1	0	0	0	0	0	0	0	0	0	0	0	0
RPL29P28	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A1P5	0	0	0	0	0	0	0	0	0	0	0	1
ALG5	3061	1171	3054	745	2906	911	1000	959	1859	824	1145	857
EXOSC8	6767	764	7064	389	6978	578	2003	1437	2848	1378	2226	1208
SUPT20H	118	1263	149	776	114	641	70	994	51	897	122	956
CSNK1A1L	1	3	0	0	2	0	4	2	0	3	0	0
ENSG00000274549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279511	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP1	0	0	0	0	0	0	0	0	0	0	0	0
RPS12P24	0	0	0	0	0	0	0	0	0	0	0	0
LINC01048	0	0	0	0	0	0	0	0	0	0	0	0
LINC00547	0	1	0	1	0	0	0	0	0	0	0	0
POSTN	1	20	0	18	0	18	0	0	0	0	0	0
TRPC4	0	135	2	78	0	68	0	8	6	5	0	11
RNA5SP26	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287477	0	1	0	2	0	0	0	0	1	1	0	0
LINC02334	0	13	0	11	0	16	0	9	1	20	1	20
HSPD1P9	0	0	0	0	1	0	0	0	0	0	0	1
LINC00571	2	37	9	21	3	24	0	16	3	10	13	11
UFM1	1313	2699	1371	1779	1500	1995	707	2046	1132	1803	830	1587
ENSG00000279025	0	0	0	0	0	0	0	0	0	0	0	0
LINC00437	0	0	0	0	0	0	0	0	0	0	0	0
LINC00366	0	0	1	0	0	0	0	0	0	0	0	0
PRDX3P3	0	0	0	0	0	0	0	0	0	0	0	0
FREM2	0	417	3	294	0	454	0	91	0	84	0	82
RNU6-56P	0	0	0	0	0	0	0	0	0	0	0	0
FREM2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G12AP2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P2	0	1	0	0	0	0	0	0	0	0	0	0
STOML3	3	4	0	1	0	3	0	0	0	0	0	0
PROSER1	109	1292	131	768	133	933	53	741	132	908	48	1113
NHLRC3	27	877	21	427	39	525	16	665	25	689	5	663
ENSG00000273507	0	0	7	1	0	2	0	4	0	0	1	1
NXT1P1	0	0	0	0	0	0	0	0	0	0	0	0
LHFPL6	1	193	16	143	23	133	12	70	13	55	6	55
COG6	51	1514	66	894	58	942	21	789	45	751	47	647
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0
RNY4P14	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIPNLP3	0	0	0	0	0	0	0	0	0	0	0	0
AZU1P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00598	1	0	0	1	0	0	0	1	0	1	0	1
LINC00332	0	1	0	0	0	0	0	0	0	1	0	0
RPL17P51	0	0	0	0	5	0	1	0	0	0	1	1
RNY3P9	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000288542	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	2	275	21	180	1	252	0	139	0	151	0	109
RLIMP1	0	0	0	0	0	2	0	2	0	0	0	5
MIR320D1	0	0	0	0	0	0	0	0	0	0	0	0
MRPS31	1217	450	1394	286	1144	421	454	652	695	510	541	471
SLC25A15	25	153	58	116	63	102	1	259	10	270	26	331
MIR621	0	0	0	0	0	0	0	0	0	0	0	0
TPTE2P5	3	11	5	14	5	9	0	11	8	13	6	5
CYCSP34	0	1	0	0	0	5	0	1	0	0	0	5
ENSG00000287837	1	27	0	13	1	12	0	18	0	18	0	19
SUGT1P3	6	5	7	3	21	6	0	4	4	5	3	9
ELF1	155	1395	130	859	109	882	78	786	92	664	66	601
RGS17P1	35	1	28	1	50	0	23	0	14	0	0	4
WBP4	522	211	535	135	701	258	213	175	268	157	123	135
MIR3168	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL597P	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD6	6	256	18	161	20	147	7	279	1	271	8	237
ENSG00000278390	5	13	17	1	1	11	0	6	3	9	0	6
CALM2P3	12	18	8	12	26	15	3	12	7	18	6	15
KBTBD7	2	410	11	240	0	239	0	194	0	187	0	197
MORF4L1P4	0	0	0	0	0	0	0	0	0	0	0	0
MTRF1	159	263	125	161	128	172	10	219	76	218	43	194
ENSG00000277662	0	3	0	5	3	2	3	6	5	4	0	7
RAC1P3	0	0	1	0	0	0	0	0	0	0	0	0
NAA16	51	212	70	108	45	145	42	292	40	267	21	234
RNU6-57P	0	0	0	0	0	0	0	1	0	2	0	0
TUBBP2	0	1	0	0	7	0	0	0	0	0	0	0
OR7E36P	0	0	0	0	0	2	0	0	0	0	0	0
OR7E155P	0	0	0	0	0	0	0	0	0	0	1	0
OR7E37P	0	0	0	0	0	0	0	0	0	0	0	0
RGCC	167	257	280	191	363	240	34	1	26	5	41	15
ENSG00000288600	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288598	0	8	0	2	0	3	0	4	0	2	0	1
VWA8	23	283	49	194	14	215	0	453	68	463	15	439
MIR5006	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL515P	0	0	0	0	0	0	0	0	1	0	0	0
RNU6-74P	0	0	0	0	0	0	0	0	0	0	0	1
KARS1P1	0	0	0	1	0	0	0	2	0	1	0	6
VWA8-AS1	2	2	3	0	5	4	0	1	0	0	0	0
RPS28P8	0	0	0	0	0	0	0	0	0	0	0	0
DGKH	10	358	11	246	24	364	25	220	14	291	5	201
ENSG00000231530	0	1	0	0	0	0	0	2	0	0	0	1
MAPK6P3	0	0	0	0	0	1	0	0	0	0	0	1
CHCHD2P11	0	0	0	0	0	2	0	0	0	0	0	0
FHP1	3	0	1	0	0	0	2	0	0	2	0	1
AKAP11	10	751	11	450	43	976	4	723	63	780	19	693
LINC02341	1	3	5	1	2	1	0	1	4	0	3	0
FABP3P2	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF11	2	0	0	0	0	0	2	0	0	0	0	0
FAM216B	0	0	0	0	0	0	0	0	0	0	0	0
LINC01050	0	0	0	0	0	0	0	0	0	0	0	0
LINC00428	0	0	0	0	0	0	0	0	0	0	0	0
EPSTI1	1	123	0	72	1	49	0	33	0	26	31	18
ZDHHC4P1	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC15	6381	1366	6554	830	6465	1249	3017	816	4647	837	3110	700
LINC00400	3	0	4	0	2	0	0	0	0	0	0	0
ENSG00000276569	0	1	0	0	0	0	0	0	0	0	0	0
ENOX1	26	63	24	30	32	57	6	13	1	23	41	29
RPL36P19	0	0	0	0	0	0	0	0	0	0	0	0
ENOX1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ENOX1-AS1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287029	0	0	0	3	0	0	0	0	0	2	0	0
ENSG00000270522	0	0	0	0	0	0	0	0	0	0	0	0
CCDC122	294	144	287	82	313	105	183	97	171	107	157	94
ENSG00000274001	0	0	0	3	0	5	0	1	0	2	0	2
LACC1	46	292	45	177	45	202	20	241	45	215	42	179
ENSG00000281883	0	1	0	1	0	0	0	0	0	5	0	1
ENSG00000280060	0	0	0	0	0	0	0	0	0	0	0	0
NRAD1	0	23	0	6	1	13	0	25	0	22	0	6
DGKZP1	0	1	0	2	0	4	0	0	0	6	0	6
LINC00390	10	2	11	2	0	2	0	5	0	2	0	6
SMIM2-AS1	106	18	65	16	95	19	40	36	25	27	46	43
SMIM2	3	1	0	0	1	0	0	0	0	0	0	0
SMIM2-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276854	0	0	0	0	0	0	0	0	0	0	0	0
MIR8079	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230731	0	0	0	1	1	0	0	3	0	1	0	3
ENSG00000277831	0	0	0	0	0	0	0	0	0	0	0	0
SERP2	0	0	0	0	0	0	0	0	0	0	0	0
TUSC8	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D1	398	2895	434	1761	416	2082	297	3932	322	3725	224	3935
ENSG00000280357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225727	0	1	0	2	0	1	0	6	0	2	0	6
TSC22D1-AS1	2	9	0	4	0	10	0	4	4	3	0	9
SMARCE1P5	1	6	5	2	4	3	2	3	0	2	1	5
LINC00407	0	2	0	1	0	0	0	0	0	0	5	0
ENSG00000276527	3	0	0	0	1	0	0	1	0	1	0	0
LINC00330	0	0	0	0	2	0	0	0	0	0	0	0
NUFIP1	626	316	667	196	499	233	138	386	334	375	109	375
ENSG00000223732	9	0	1	0	5	0	0	0	0	0	0	0
GPALPP1	160	491	97	393	199	421	23	599	148	555	68	542
RN7SL49P	0	4	0	0	0	0	0	5	0	1	0	9
RN7SKP3	0	0	0	0	0	0	0	0	0	0	0	0
GTF2F2	794	1387	869	845	847	1382	314	1202	544	1060	325	936
RN7SKP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277358	0	0	2	0	0	0	0	0	0	1	0	0
KCTD4	3	2	19	5	23	5	10	5	12	1	0	5
ENSG00000270381	0	0	0	0	0	0	0	0	0	0	0	0
TPT1	240577	21733	249989	14190	241225	21594	78711	23988	108886	21878	84290	21043
SNORA31B	0	0	0	0	0	0	0	0	0	0	0	0
SNORA31	12	0	18	0	12	0	3	4	24	4	8	2
ENSG00000273149	0	0	0	0	0	0	0	0	0	0	0	0
TPT1-AS1	54	125	43	74	35	123	52	166	27	175	43	199
ENSG00000228886	0	0	0	1	0	0	0	2	0	0	0	1
RCN1P2	0	10	2	6	2	8	0	15	1	17	0	15
SLC25A30	47	137	34	143	44	91	17	131	25	75	11	109
SLC25A30-AS1	0	4	4	0	0	1	0	0	2	1	0	1
PPIAP25	2	0	0	0	0	0	0	0	1	0	0	0
COG3	285	924	310	638	304	644	91	816	228	769	62	785
ERICH6B	0	0	0	4	0	0	0	11	0	4	0	6
RNA5SP27	0	0	0	0	0	0	0	0	0	0	0	0
TIMM9P3	0	0	0	0	0	0	0	0	0	0	0	0
COX4I1P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01055	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P4	0	0	0	0	0	0	0	0	0	1	0	0
CBY2	0	0	0	0	0	0	0	0	0	0	0	0
SIAH3	1	0	3	0	0	0	0	0	0	0	0	0
ZC3H13	405	2196	397	1318	397	2355	275	2388	379	2272	258	2087
CPB2-AS1	30	9	28	6	28	4	1	16	9	11	20	10
CPB2	2	2	10	0	6	0	0	0	1	1	8	0
LCP1	690	8472	786	5537	789	5365	191	8589	340	8456	247	8154
RN7SL288P	1	0	0	0	0	0	0	1	0	0	0	0
LRRC63	0	0	4	0	4	1	0	0	0	0	0	0
RN7SKP5	0	0	0	0	0	0	0	0	0	0	0	0
ABITRAMP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287863	0	0	0	0	0	0	0	0	0	0	0	0
LINC00563	0	0	0	0	0	0	0	0	0	0	0	0
RUBCNL	0	2	0	2	0	2	0	0	0	0	0	0
RNU2-6P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-68P	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2P4	0	0	0	0	0	0	0	0	0	0	0	0
LINC01198	0	0	1	0	0	0	5	0	0	0	2	0
ENSG00000285576	0	0	0	0	0	0	0	0	0	0	0	0
OR7E101P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277228	0	0	0	0	0	0	0	0	0	0	0	0
COX17P1	7	0	8	0	10	0	2	0	1	1	3	0
FKBP1AP3	0	0	0	0	0	0	0	0	0	0	0	0
LRCH1	28	312	32	239	35	217	10	185	12	217	21	236
ENSG00000278462	0	0	0	2	0	2	0	1	0	0	0	1
ESD	3804	1270	4074	745	3562	1084	1064	1972	1830	1775	1470	1735
HTR2A	0	0	0	0	0	0	0	0	0	0	0	0
HTR2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
GNG5P5	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL700P	0	0	0	0	0	0	0	0	0	0	0	0
SUCLA2	440	1430	518	900	499	805	227	1821	223	1652	179	1460
NAP1L4P3	3	5	5	3	4	6	0	2	3	10	1	2
RPL27AP8	0	0	1	0	0	0	1	0	1	0	0	0
ENSG00000228573	0	0	0	0	0	0	1	0	0	0	0	0
LINC00562	1	4	6	2	0	1	0	2	0	4	0	4
ENSG00000287456	0	0	0	0	0	0	0	0	0	0	0	1
SUCLA2-AS1	11	8	15	5	19	4	0	2	7	6	3	5
NUDT15	386	679	470	399	415	330	130	723	189	667	169	656
ENSG00000276968	2	1	5	1	6	0	0	3	0	1	0	3
MED4	2069	947	2364	601	2546	621	738	792	771	746	591	668
MED4-AS1	8	4	20	2	19	2	1	1	0	5	0	2
POLR2KP2	0	0	0	0	0	0	0	0	0	0	0	0
ITM2B	2109	9280	2256	5359	2496	5736	724	2328	1394	2350	999	2340
RB1-DT	8	2	12	2	19	1	0	3	6	2	1	1
RB1	65	837	155	558	82	632	23	720	54	654	64	515
PPP1R26P1	0	0	0	0	0	0	0	0	0	0	0	6
PCNPP5	4	1	19	1	7	1	2	2	9	4	5	1
ENSG00000277684	0	0	0	0	0	0	0	0	0	0	0	0
LPAR6	0	3	5	0	0	1	0	1	0	1	0	1
RCBTB2	20	127	44	86	52	65	9	71	13	92	7	75
ENSG00000287599	0	0	0	0	1	0	0	1	2	0	0	0
ENSG00000274929	8	1	18	2	28	7	18	5	0	4	8	4
LINC01077	0	0	0	0	0	0	0	0	0	0	0	0
LINC00462	0	0	0	0	0	0	0	0	0	0	0	0
CYSLTR2	0	1	0	0	0	0	0	0	0	0	0	0
PSME2P2	177	86	146	62	178	106	142	63	124	67	79	73
ENSG00000275202	34	48	18	34	17	59	0	3	17	7	8	7
FNDC3A	38	1850	76	1226	111	1189	31	933	72	859	55	869
RNU6-60P	0	0	0	0	0	0	0	0	0	0	0	0
RAD17P2	0	0	0	0	0	1	0	1	0	0	0	0
RNY3P2	0	0	0	0	0	0	0	0	0	0	0	0
COX7CP1	41	1	56	6	65	6	16	3	32	3	32	7
OGFOD1P1	0	0	0	0	0	0	0	2	0	0	0	0
MLNR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288743	30	8	13	6	7	7	32	4	44	5	8	2
CDADC1	1834	156	1896	142	2168	152	283	209	578	160	408	153
CAB39L	191	339	127	233	96	293	12	258	80	232	78	212
SETDB2	43	210	38	120	49	116	38	220	40	190	13	196
SNRPGP14	0	1	0	1	0	0	0	0	0	0	0	3
PHF11	157	757	189	457	167	579	46	634	53	589	90	614
RCBTB1	15	314	29	189	13	180	28	437	7	386	12	425
ENSG00000176882	0	0	0	0	0	0	0	0	0	0	0	0
ARL11	3	37	0	26	0	34	2	5	0	11	0	5
EBPL	1918	1164	2334	800	2567	1138	327	363	528	414	653	699
KPNA3	317	1509	341	954	370	1014	193	1719	131	1515	158	1372
ENSG00000276436	1	1	0	1	0	2	19	1	0	1	5	0
RNY4P30	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE10P	0	0	0	0	0	0	0	1	0	0	0	0
RNY4P9	0	0	0	0	2	0	0	0	0	0	0	0
SPRYD7	1905	308	1994	179	2265	251	661	355	775	292	609	272
DLEU2	773	98	829	49	815	72	233	221	291	220	208	204
TRIM13	180	736	233	502	179	676	27	523	76	477	74	478
MIR3613	0	0	0	0	0	0	0	0	0	0	0	1
KCNRG	56	5	52	5	41	4	2	9	27	5	16	6
ENSG00000277913	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277066	0	0	0	0	0	0	0	0	0	0	0	0
MIR16-1	0	0	0	0	0	1	0	0	0	1	0	0
MIR15A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274878	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273612	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275559	0	0	0	0	0	0	0	0	0	0	0	0
DLEU1	142	98	141	77	159	61	71	293	117	302	35	249
ENSG00000276089	0	0	0	0	0	0	0	0	0	0	0	0
RPL18P10	0	0	1	0	2	0	0	0	0	2	0	1
ENSG00000273541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274270	0	20	0	4	0	7	0	8	4	6	0	4
ST13P4	4	16	2	7	13	7	16	4	8	9	13	10
RPL34P26	1	0	2	0	5	0	0	0	2	0	2	0
ENSG00000286191	0	0	0	0	0	0	0	0	0	0	0	0
DLEU7	0	0	5	0	0	0	0	1	0	0	0	1
RNA5SP28	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH2B-AS1	11	17	9	3	8	10	0	2	0	3	9	6
RNASEH2B	3108	840	3297	459	3466	605	1065	765	1422	913	1485	1058
GUCY1B2	1	18	2	10	1	8	0	12	0	6	0	6
RNA5SP29	0	0	0	0	0	0	0	0	0	0	0	0
C13orf42	10	4	3	1	0	0	0	0	0	0	0	0
RPL5P31	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274652	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3BP2	0	0	0	0	0	0	0	0	0	0	0	0
FAM124A	0	0	0	0	0	1	0	1	0	0	0	0
SERPINE3	0	0	0	1	0	0	0	1	0	3	0	3
MIR5693	0	0	0	0	0	0	0	0	0	0	0	0
INTS6	160	419	206	275	182	305	73	297	159	358	78	320
INTS6-AS1	29	55	95	22	48	31	23	21	44	24	18	25
RPS4XP16	24	20	8	9	19	12	18	8	8	9	16	12
RN7SL320P	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP11	0	0	0	0	0	0	0	0	0	0	0	0
MIR4703	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-65P	0	0	0	0	0	0	0	0	0	0	0	0
WDFY2	45	206	22	116	76	147	7	446	37	473	41	419
RNY1P6	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL413P	0	0	0	0	0	0	0	0	0	0	0	0
ATP5PBP1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000285444	0	0	0	0	0	0	0	0	0	0	0	0
DHRS12	139	177	119	112	68	167	27	75	86	86	45	94
ENSG00000231856	44	33	39	28	64	27	1	4	4	6	10	8
TMEM272	0	1	0	0	0	0	0	0	0	0	0	0
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE3P	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000279677	0	0	0	0	0	0	0	0	0	0	0	0
ATP7B	0	259	1	179	0	188	0	174	15	162	4	178
FABP5P2	1	0	1	0	3	0	0	0	3	0	0	1
ALG11	435	397	510	279	495	207	91	269	191	290	72	317
UTP14C	0	0	0	0	0	0	0	0	0	0	0	0
NEK5	4	23	0	16	0	18	0	25	0	14	0	9
ENSG00000273523	0	0	0	1	0	1	0	0	0	0	0	0
NEK3	5	46	18	8	4	16	5	45	0	46	0	44
MRPS31P5	6	8	0	5	1	6	4	13	0	25	0	12
ENSG00000217576	0	0	0	0	0	0	0	0	0	0	0	0
THSD1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285323	0	0	0	0	0	0	0	0	0	0	0	0
TPTE2P2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02333	4	0	0	0	4	0	0	0	0	0	0	0
THSD1	0	19	0	16	1	20	0	28	0	16	3	21
RNY4P24	4	0	4	0	3	0	0	0	0	0	0	0
VPS36	290	862	256	523	393	541	201	794	209	772	179	677
ENSG00000278238	173	19	196	10	165	14	29	10	52	24	27	20
CKAP2	292	1400	290	933	281	966	160	2358	188	2208	159	1802
LINC00345	0	0	1	1	0	0	0	1	0	0	0	2
ENSG00000244471	2	0	0	0	0	1	0	2	0	0	0	1
ENSG00000280296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273784	1	31	6	13	1	8	0	18	1	13	0	22
MRPS31P4	0	6	5	5	0	2	0	8	0	8	0	6
HNRNPA1L2	0	0	0	0	0	0	0	0	0	0	0	0
SUGT1-DT	53	36	62	21	44	23	29	13	27	11	12	14
SUGT1	5624	1761	5373	1209	5243	1589	2391	1404	3547	1433	2342	1310
CNMD	0	0	0	0	0	0	0	0	0	0	0	0
MIR759	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP26	1	0	0	0	0	0	0	1	0	0	0	0
PCDH8	0	0	0	0	0	0	0	0	0	0	0	0
OLFM4	0	0	0	3	0	1	0	0	0	0	0	1
LINC01065	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279325	0	0	0	0	0	0	0	0	0	0	0	0
PCDH8P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287722	0	1	0	2	0	0	0	0	0	0	0	0
RN7SL618P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287247	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288768	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646P1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0	0	0
LINC00458	2	0	1	0	0	0	0	0	0	0	7	0
ENSG00000271652	0	0	0	0	0	0	0	0	0	0	0	0
MIR1297	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP25	1107	41	988	16	1088	49	293	40	402	49	317	54
ENSG00000287460	0	3	3	2	5	1	0	4	0	2	0	1
ENSG00000286537	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277047	0	0	0	0	0	1	0	0	0	0	0	0
LINC02335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275071	0	0	0	0	0	0	0	0	0	0	0	0
MIR5007	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274090	0	0	0	0	0	0	0	0	0	0	0	0
HNF4GP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286709	0	0	0	0	0	0	0	0	0	0	0	0
SPATA2P1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000289475	0	0	0	0	0	0	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0
PRR20FP	0	0	0	0	0	0	0	0	0	0	0	0
MTCO2P3	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P4	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288765	1	0	0	0	1	0	0	0	0	0	0	0
PCDH17	2	0	1	1	4	0	19	0	19	0	11	0
ENSG00000278722	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP30	0	0	0	0	0	0	0	0	0	0	0	0
LINC02338	0	0	0	0	3	0	0	0	0	0	0	0
LINC00374	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276208	0	0	0	0	0	0	0	0	0	0	0	0
RNY4P29	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE16P	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1P1	0	0	0	0	0	0	0	0	0	0	0	1
HMGN2P39	0	0	0	0	0	0	0	0	0	0	0	0
